titular,perfil_icp,n_concesiones,hectareas_totales,departamentos,provincias,sustancias,estados_concesion,servicio_potencial,REINFO,IGAFOM,DAC,ESTAMIN,revisar_manual,ruc,fuente_dato
EXPLORACIONES HORIZONTE GOLD S.A.C.,MIXTO_1_y_2,11,1800.0,PIURA,AYABACA; AYABACA /  PIURA; PIURA; PIURA /  SULLANA; SULLANA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CIA MINERA CLEOFE S.R.L.,MIXTO_1_y_2,8,1400.0,CAJAMARCA,CHOTA; HUALGAYOC,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ODISEA PERUS S.A.C,MIXTO_1_y_2,8,2000.0,PIURA,AYABACA; PAITA; PIURA; PIURA /  SECHURA; PIURA /  SULLANA; SULLANA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
J.C. ASTILLEROS S.A.,MIXTO_1_y_2,7,1969.4,ANCASH,CASMA /  SANTA; MAR /  SANTA; SANTA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CALERA EL ZASAL S.A.C.,MIXTO_1_y_2,7,1900.0,CAJAMARCA,CELENDIN; CELENDIN /  HUALGAYOC; CHOTA /  HUALGAYOC; HUALGAYOC,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INEXPORT SERVIS SOCIEDAD ANONIMA CERRADA,MIXTO_1_y_2,7,1500.0,PIURA,PIURA; SECHURA; SULLANA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION MINERA NUEVA LUZ E.I.R.L.,MIXTO_1_y_2,6,800.0,ANCASH,CASMA /  YUNGAY; CORONGO; CORONGO /  SANTA; SANTA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPANIA DE MINAS MININGOLD SR.L.,MIXTO_1_y_2,5,1300.0,CAJAMARCA,CHOTA; HUALGAYOC,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CALERA BENDICION DE DIOS E.I.R.L.,MIXTO_1_y_2,5,1700.0,CAJAMARCA,CELENDIN; CHOTA; CHOTA /  HUALGAYOC; HUALGAYOC,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA CASSIL E.I.R.L.,MIXTO_1_y_2,5,700.0,CAJAMARCA,CAJAMARCA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ILLESCAS SERVICE S.A.C.,MIXTO_1_y_2,5,900.0,PIURA,PIURA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA Y SERVICIOS ESTRELLA DEL ORIENTE S.A.,MIXTO_1_y_2,5,600.0,PIURA,PAITA; PAITA /  SULLANA; PIURA; PIURA /  SULLANA; SULLANA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA Y SERVICIOS GENERALES G&G S.A.C,MIXTO_1_y_2,4,1100.0,ANCASH,HUARMEY; SANTA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CALIPEC S.A.C.,MIXTO_1_y_2,4,400.0,ANCASH,HUARMEY,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
AGF GLOBAL S.A.C.,MIXTO_1_y_2,4,1900.0,ANCASH,HUAYLAS; HUAYLAS /  SANTA; SANTA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
JALFPO S.A.C.,MIXTO_1_y_2,4,800.0,ANCASH,PALLASCA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA SOKA - INTIRUMI S.A.C.,MIXTO_1_y_2,4,700.0,ANCASH,SANTA,M,EXTINGUIDO; TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA DE REFORESTACIÓN CERTIFICACIÓN Y COMERCIALIZACIÓN S,MIXTO_1_y_2,4,500.0,CAJAMARCA,CAJAMARCA,N,EXTINGUIDO; TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES 3MB SRL,MIXTO_1_y_2,4,500.0,CAJAMARCA,CHOTA; SANTA CRUZ,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA COLQUIRRUMI S.A.,MIXTO_1_y_2,4,1846.9,CAJAMARCA,HUALGAYOC; SAN MIGUEL,M,EXTINGUIDO; TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINORTEX S.A.C.,MIXTO_1_y_2,4,801.9,CAJAMARCA,HUALGAYOC; HUALGAYOC /  SAN MIGUEL,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
M & L STONES MINERAL S.A.C.,MIXTO_1_y_2,4,900.0,CAJAMARCA,CONTUMAZA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
BEPCOC MINING SAC,MIXTO_1_y_2,4,1000.0,CAJAMARCA; PIURA,AYABACA; CAJAMARCA /  CONTUMAZA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EDG MACKENZIE CONTRATISTAS GENERALES SAC,MIXTO_1_y_2,4,700.0,PIURA,PIURA; SECHURA; SULLANA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS GENERALES VIVIANA E.I.R.L.,MIXTO_1_y_2,4,800.0,PIURA,PIURA; SULLANA; TALARA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ESTACIÓN DE SERVICIOS CURO S.R.L,MIXTO_1_y_2,4,700.0,PIURA,PIURA; SULLANA; TALARA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
VIVA MI LUZ S.A.C.,MIXTO_1_y_2,3,300.0,ANCASH,CORONGO /  SANTA; SANTA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION E INVERSIONES DEL PERU S.R.L,MIXTO_1_y_2,3,300.0,ANCASH,HUARMEY,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
VENASAM E.I.R.L,MIXTO_1_y_2,3,400.0,ANCASH; ANCASH /  LA LIBERTAD,HUARMEY /  MAR; SANTA; SANTA /  VIRU,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA RC S.A.C.,MIXTO_1_y_2,3,1218.2,ANCASH,PALLASCA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA VALE UN PERU E.I.R.L.,MIXTO_1_y_2,3,800.0,ANCASH,SANTA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERAL PERU AGROINDUSTRIA Y MINERIA S.A.C.,MIXTO_1_y_2,3,500.0,ANCASH,SANTA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS MULTIPLES DEL SANTA S.A.C,MIXTO_1_y_2,3,1000.0,ANCASH,SANTA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ESTEBAN SEBASTIAN,MIXTO_1_y_2,3,700.0,ANCASH,SANTA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
LAS VIZCACHAS J&V E.I.R.L.,MIXTO_1_y_2,3,500.0,CAJAMARCA,CAJAMARCA; SAN PABLO,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SILVANA Y DULCE IV,MIXTO_1_y_2,3,600.0,CAJAMARCA,CONTUMAZA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ALCAORO S.A.C.,MIXTO_1_y_2,3,1200.0,CAJAMARCA; PIURA,AYABACA; CONTUMAZA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
JIMEBAL S.R.L.,MIXTO_1_y_2,3,1000.0,CAJAMARCA,SAN IGNACIO,M,EXTINGUIDO; TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
G & J MINERIA Y CONSTRUCCIONES S.R.L.,MIXTO_1_y_2,3,700.0,PIURA,MORROPON; PIURA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA MINERA LOS ALISOS E.I.R.L.,MIXTO_1_y_2,3,700.0,PIURA,PAITA; PIURA; SECHURA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GAMBELL TRADING S.A.C.,MIXTO_1_y_2,3,302.0,PIURA,SULLANA; TALARA,N,OTROS; TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
KIMORA EXPLORER E.I.R.L.,MIXTO_1_y_2,3,1300.0,PIURA,PAITA; PIURA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
DISTRIBUIDORA PALACIOS SERVICIOS GENERALES E.I.R.L.,MIXTO_1_y_2,3,500.0,PIURA,PAITA; SULLANA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORI LUYCHO S.A.C.,MIXTO_1_y_2,2,800.0,ANCASH,CASMA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. FILOMENA 100,MIXTO_1_y_2,2,200.0,ANCASH,HUARMEY,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
J.C. E.I.R.L.,MIXTO_1_y_2,2,600.0,ANCASH,HUAYLAS; SANTA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
PEÑA BLESSED S.A.C.,MIXTO_1_y_2,2,300.0,ANCASH,PALLASCA,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA COLVADIHS NORTE S.A.C,MIXTO_1_y_2,2,600.0,ANCASH; ANCASH /  LA LIBERTAD,PALLASCA; PALLASCA /  SANTIAGO DE CHUCO,M; N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GREMAHAL SOCIEDAD MINERA S.A.C.,MIXTO_1_y_2,2,300.0,ANCASH,SANTA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES GENERALES VILLA CRUZ S.A.C.,MIXTO_1_y_2,2,600.0,ANCASH,SANTA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA ROKA S.R.L.,MIXTO_1_y_2,2,300.0,ANCASH,SANTA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA CIMA DORADA S.A.C,MIXTO_1_y_2,2,1000.0,CAJAMARCA,CAJABAMBA; CAJAMARCA /  CELENDIN,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINAS AZULES MINERA Y CONSTRUCCION S.A.C.,MIXTO_1_y_2,2,1200.0,CAJAMARCA,CAJABAMBA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA SAYARUMI S.A.C.,MIXTO_1_y_2,2,245.1,CAJAMARCA,CAJAMARCA; CELENDIN,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CARBON DEL NORTE S.R.L.,MIXTO_1_y_2,2,300.0,CAJAMARCA,CHOTA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. AGUILA M1,MIXTO_1_y_2,2,1000.0,CAJAMARCA,CAJABAMBA; CONTUMAZA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO EMPRESARIAL ISM S.A.C.,MIXTO_1_y_2,2,500.0,CAJAMARCA,CONTUMAZA; SAN MARCOS,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GY RECURSOS MINERALES S.A.C,MIXTO_1_y_2,2,400.0,PIURA,AYABACA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSORCIO PANA CONTRATISTAS GENERALES S.A.C.,MIXTO_1_y_2,2,800.0,PIURA,AYABACA,M,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ASOCIACION MINERA PROGRESO Y DESARROLLO VILLA YAPATO,MIXTO_1_y_2,2,300.0,PIURA,PIURA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERALES S & G EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITA,MIXTO_1_y_2,2,400.0,PIURA,SULLANA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
PIEDRA DE AGUA E.I.R.L.,MIXTO_1_y_2,2,300.0,PIURA,PAITA /  SULLANA; SULLANA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES LAS REJAS E.I.R.L.,MIXTO_1_y_2,2,200.0,PIURA,MORROPON,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INDUSTRIA HFLORES SOCIEDAD ANONIMA CERRADA,MIXTO_1_y_2,2,400.0,PIURA,PIURA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
NEGOCIOS Y SERVICIOS GENERALES JUAREZ E.I.R.L.,MIXTO_1_y_2,2,300.0,PIURA,SECHURA,N,TITULADO; TRAMITE,IGAFOM + REINFO + DIA/PAMA + DAC/ESTAMIN + Seguridad,true,true,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINISTERIO DE TRANSPORTES Y COMUNICACIONES,OTRO_estado,136,847.1,ANCASH; CAJAMARCA; PIURA,AYABACA; CAJAMARCA; CASMA; CELENDIN; CHOTA; CUTERVO; HUANCABAMBA; HUARMEY; JAEN; PAITA; PALLASCA; PIURA; PIURA /  SULLANA; SAN MIGUEL; SAN PABLO; SANTA; SANTA CRUZ; SECHURA; SULLANA,N,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES LOS CEIVOS S.A.C.,OTRO_estado,3,1300.0,PIURA,AYABACA; AYABACA /  PIURA,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
MUNICIPALIDAD PROVINCIAL DE TALARA,OTRO_estado,2,800.0,PIURA,TALARA,N,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
ANDIMETAL S.A.C,OTRO_estado,1,9.1,ANCASH,CASMA,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA ELOHIM S.A.C.,OTRO_estado,1,26.7,ANCASH,CASMA,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
INSUMOS AGRICOLAS DEL SUR E.I.R.L.,OTRO_estado,1,500.0,ANCASH,CASMA,N,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
PERUVIAN GOLDEN MINING E.I.R.L.,OTRO_estado,1,200.0,ANCASH,CASMA,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
ASOCIACION AGRARIA NUEVO CASMA,OTRO_estado,1,1000.0,ANCASH,CASMA,N,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
BOREAL INGENIEROS S.A.C.,OTRO_estado,1,24.5,ANCASH,CASMA,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION FERRETERA JG ANGELA E.I.R.L,OTRO_estado,1,400.0,ANCASH,CASMA,N,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES GRAVING S.A.C.,OTRO_estado,1,100.0,ANCASH,HUARMEY,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
MAGMA MINERALS S.A.C,OTRO_estado,1,1000.0,ANCASH,HUARMEY,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA SOL DE CASMA S.A.C.,OTRO_estado,1,35.2,ANCASH,HUARMEY,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
PLANTA EL MIRADOR CORPORATION S.A.C.,OTRO_estado,1,11.3,ANCASH,SANTA,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
DEOCHRYSO S.A.C.,OTRO_estado,1,100.0,ANCASH,SANTA,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
NEWMONT PERU S.R.L.,OTRO_estado,1,1000.0,ANCASH,SANTA,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
IMPORTACIONES Y SERVICIOS PERU S.A.C,OTRO_estado,1,13.7,ANCASH,SANTA,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
VON TERRA SOCIEDAD ANONIMA CERRADA,OTRO_estado,1,300.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
SOUTH INDUSTRIES S.A.C.,OTRO_estado,1,200.0,CAJAMARCA,CHOTA /  HUALGAYOC,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
SOCIEDAD MINERA CAROLINA S.A.,OTRO_estado,1,35.0,CAJAMARCA,HUALGAYOC,N,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LASLIMAS,OTRO_estado,1,400.0,CAJAMARCA,CHOTA,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
CONSULTORES Y CONSTRUCTORES ABANTOS S.A.C.,OTRO_estado,1,100.0,CAJAMARCA,CAJAMARCA,N,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
MULTISERVICIOS JACEL S.R.L.,OTRO_estado,1,100.0,CAJAMARCA,HUALGAYOC,N,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA DE TRANSPORTES Y SERVICIOS SANTA ISABEL DE CUSHURO S,OTRO_estado,1,200.0,CAJAMARCA,CHOTA,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
CASABLANCA DEL NORTE S.R.L.,OTRO_estado,1,800.0,PIURA,HUANCABAMBA,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA JAS S.A.C.,OTRO_estado,1,600.0,PIURA,AYABACA,M,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
MINERALES DE AYABACA S.A.C,OTRO_estado,1,8.7,PIURA,PIURA,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. GRANODEOROUNIDOS,OTRO_estado,1,600.0,PIURA,SECHURA,N,EXTINGUIDO,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
METALFIZ E.I.R.L,OTRO_estado,1,11.8,PIURA,MORROPON,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
GLOBAL STAR GOLD S.A.,OTRO_estado,1,5.3,PIURA,AYABACA,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
POMAFORT S.A.C.,OTRO_estado,1,12.9,PIURA,PIURA,M,OTROS,REVISAR_MANUAL,false,false,false,false,true,,INGEMMET - Catastro Minero (zona 17S)
DOVISA SERVICIOS INTEGRALES E.I.R.L. Y OTROS,PERFIL_1_formalizacion,4,1200.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA Y SERVICIOS ORO NEGRO E.I.R.L,PERFIL_1_formalizacion,4,1100.0,PIURA,MORROPON; PIURA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CERAMICOS EL ROBLE S.A.C,PERFIL_1_formalizacion,4,400.0,PIURA,PAITA; SULLANA,N,EXTINGUIDO; TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
ECOING PERU S.R.L.,PERFIL_1_formalizacion,3,600.0,ANCASH; CAJAMARCA,CASMA; CHOTA /  HUALGAYOC; HUALGAYOC,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
