titular,perfil_icp,n_concesiones,hectareas_totales,departamentos,provincias,sustancias,estados_concesion,servicio_potencial,REINFO,IGAFOM,DAC,ESTAMIN,revisar_manual,ruc,fuente_dato
S.M.R.L. EL MERO DE TUQUILLO BEACH,PERFIL_2_cumplimiento,1,400.0,ANCASH,HUARMEY /  MAR,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA MONTE CARMELO S.A.C.,PERFIL_2_cumplimiento,1,500.0,ANCASH,HUARMEY /  MAR,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA CONTINENTAL S.A.C.,PERFIL_2_cumplimiento,1,100.0,ANCASH,HUAYLAS,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
UNDERSOL S.A.C.,PERFIL_2_cumplimiento,1,1000.0,ANCASH,HUAYLAS /  SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LAS SALINAS DE ENSUEÑO,PERFIL_2_cumplimiento,1,200.0,ANCASH,MAR /  SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. AMIRA I,PERFIL_2_cumplimiento,1,100.0,ANCASH,MAR /  SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. BAHIA BLANCA 2022,PERFIL_2_cumplimiento,1,300.0,ANCASH,MAR /  SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERALES JYM E.I.R.L,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
FORTALEZA MINING PERU S.A.C.,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LULÚ,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CRISTO REY R DE REYES,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LOS TIEMPOS DE DIOS SON PERFECTOS 3,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL PODEROSO 2023,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MINERA MARTHITA 777,PERFIL_2_cumplimiento,1,300.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA DEL NORTE PERUANO E.I.R.L.,PERFIL_2_cumplimiento,1,400.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. AMELIE,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONTRATISTAS GENERALES VELVAL SAC,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CRISTO REY R DE R,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERIA Y METALURGIA S.A.C.,PERFIL_2_cumplimiento,1,225.2,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MINERA HALLY,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
REPRESENTACIONES Y SERVICIOS NUEVO MUNDO S.A.C.,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
BAREX BUSINESS S.A.C,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CRISTO REY R DE R 1,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. XIMENA-23,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VALENTINO H3,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VIRGEN DE LAS MERCEDES DOS,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MEDALLITA I,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. BASTA - BASTA -2,PERFIL_2_cumplimiento,1,1000.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. RIO LLACTABAMBA,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PERLA NEGRA XVI,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA UNA S.A.,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MINA LINDA,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PERLA NEGRA 2021,PERFIL_2_cumplimiento,1,300.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CARBONIFERA E INVERSIONES MULTIPLES R&R S.A.C.,PERFIL_2_cumplimiento,1,500.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL PODEROSO 2021,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LOS TIEMPOS DE DIOS SON PERFECTOS1,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MINA LOS REYES I,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VALENTINO HUGO,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ALTA MONTAÑA COALCORP SAC,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL PODEROSO 2024,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES VALGAR EIRL,PERFIL_2_cumplimiento,1,200.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES LIEBE MARITA E.I.R.L.,PERFIL_2_cumplimiento,1,300.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LLUQUE,PERFIL_2_cumplimiento,1,100.0,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. WINIBEL,PERFIL_2_cumplimiento,1,400.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MI GORDITA,PERFIL_2_cumplimiento,1,300.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MONTECRISTO2024,PERFIL_2_cumplimiento,1,200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES GENERALES WL EIRL,PERFIL_2_cumplimiento,1,500.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA DONMAYO S.A.C.,PERFIL_2_cumplimiento,1,1000.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LADY LU,PERFIL_2_cumplimiento,1,500.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
VICTORIA SILVIA ELIZABETH CRISTHIAN E.I.R.L. - VISELIC E.I.R,PERFIL_2_cumplimiento,1,400.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES MAVEGRA E.I.R.L.,PERFIL_2_cumplimiento,1,300.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
"ASESORIA, INVERSIONES Y SERVICIOS NCF EIRL",PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA KALLPAMINA S.A.C,PERFIL_2_cumplimiento,1,500.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO EMPRESARIAL MINERO M.S. S.A.C.,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. J&L,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MOLINOS CALCAREOS ALPAMAYO E.I.R.L.,PERFIL_2_cumplimiento,1,400.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. WINIBEL III,PERFIL_2_cumplimiento,1,600.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION MINERA IMAR S.A.C.,PERFIL_2_cumplimiento,1,200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA MINERA MELBENZ S.A.C.,PERFIL_2_cumplimiento,1,200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSORCIO UNIVERSO & OASIS TRES S.A.C.,PERFIL_2_cumplimiento,1,500.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SAN PEDRO I 2010,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA AMANECER S.A.,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
TRANSBEL ASOCIADOS S.A.C.,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES JO-MART S.R.L.,PERFIL_2_cumplimiento,1,400.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO IMPERIO DORADO S.A.,PERFIL_2_cumplimiento,1,200.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LA SORPRESA,PERFIL_2_cumplimiento,1,108.1,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA MINERA SAN JACINTO S.R.L.,PERFIL_2_cumplimiento,1,300.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ZIREL,PERFIL_2_cumplimiento,1,300.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CANTERA ARIES,PERFIL_2_cumplimiento,1,500.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
RESEA.COM S.A.C.,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EL PACIFICO DORADO S.A.C.,PERFIL_2_cumplimiento,1,200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. DIEGO ANDRE,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. DON ENRIQUE B,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GASOCENTRO EL SOL S.A.C.,PERFIL_2_cumplimiento,1,400.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO INVERSIONES SULMA S.A.C.,PERFIL_2_cumplimiento,1,900.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA SCORPION PERU S.A.C.,PERFIL_2_cumplimiento,1,200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. RAZZIELLA,PERFIL_2_cumplimiento,1,700.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO RAGO S.A.C.,PERFIL_2_cumplimiento,1,400.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA ASIRI S.A.C.,PERFIL_2_cumplimiento,1,400.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CORPORACION EL SARCO I,PERFIL_2_cumplimiento,1,200.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS GENERALES GLOCAR S.R.L,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ZAVILA,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. TELMO I,PERFIL_2_cumplimiento,1,200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL ESPÍA,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CORPORACION EL SARCO II,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EXPLOTACIONES Y SERVICIOS MINEROS S.A.C,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA LOMA DORADA S.A.C.,PERFIL_2_cumplimiento,1,200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CORPORACIÓN GECEF 5,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MINERA CANTINETT & SUSERMIN SAC,PERFIL_2_cumplimiento,1,100.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VALERIO 28,PERFIL_2_cumplimiento,1,100.0,ANCASH,YUNGAY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MI BELEN,PERFIL_2_cumplimiento,1,200.0,ANCASH,YUNGAY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. XIOMY,PERFIL_2_cumplimiento,1,200.0,ANCASH,YUNGAY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LINETTE II,PERFIL_2_cumplimiento,1,500.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ECO PLANING S.A.C.,PERFIL_2_cumplimiento,1,400.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
RIOBANK S.A.C.,PERFIL_2_cumplimiento,1,900.0,ANCASH /  LA LIBERTAD,SANTA /  VIRU,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERAL ROMA S.A.C.,PERFIL_2_cumplimiento,1,300.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA DOBLE O S.A.C.,PERFIL_2_cumplimiento,1,300.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. DORADITO 2024,PERFIL_2_cumplimiento,1,100.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ESPARTACO BOLOGNESI,PERFIL_2_cumplimiento,1,100.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ALYCAN NEGOCIOS INDUSTRIALES E.I.R.L,PERFIL_2_cumplimiento,1,200.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PERLA NEGRA 41,PERFIL_2_cumplimiento,1,200.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GOLDEN LAND SERVICIOS GENERALES E.I.R.L.,PERFIL_2_cumplimiento,1,100.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MULTISERVICIOS ESPECIALIZADOS DEL NORTE S.A.C.,PERFIL_2_cumplimiento,1,500.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. AMARANTA GOLD,PERFIL_2_cumplimiento,1,100.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LA DORADA I,PERFIL_2_cumplimiento,1,400.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SAN GERONIMO II 2025,PERFIL_2_cumplimiento,1,100.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. KEDOSHIM,PERFIL_2_cumplimiento,1,1000.0,CAJAMARCA,CONTUMAZA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA ANDESORO S.A.C.,PERFIL_2_cumplimiento,1,400.0,CAJAMARCA,CELENDIN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VIRGEN DEL VALLE,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,SAN MARCOS,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL RESCATE DEL ALAMO DE CAJAMARCA,PERFIL_2_cumplimiento,1,24.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
